Source,Target,Type,Weight,Timeset
0xd595710aedaba1d2e18bfdbab46ab796664c6d89,0x4a5dc87a3bfcba0e4c80de492c3f3af1cf06990c,Directed,111.299127234,2021-07-22T20:29:56
0x0a2d58e423ba3beadcef9b14b684f52e23aba71e,0x6bad0ddf38f3b9c43bf19d3232e2b4e78a2dcd5b,Directed,119.393609214,2021-07-22T20:29:56
0xddc7a0a447517ba0d936144ce269b21e8d866c11,0x75b9c843c381338a2ebf5c2025b90f07efa85069,Directed,111.299127234,2021-07-22T20:29:56
0x4851ae25872c530829d1677f99c429797beee736,0xea3267593eed4f46a68546c90ebf0ccb0e9ca4da,Directed,101.181024758,2021-07-22T20:30:21
0xe68d37fc77ac92c709643783426d45e96e4e437a,0x8bd8795cbeed15f8d5074f493c53b39c11ed37b2,Directed,107.251886243,2021-07-22T20:30:21
0xb2ae49c0ae0a0cbefb3cd050de7915516d0c3082,0x674c021d12cf70b05132f5edb0657b873721f344,Directed,107.251886243,2021-07-22T20:30:21
0x09549ce242146a2407bbb66b979d64692563bf35,0xc749f5d466fc43366533b0f4cb8c4ac3d6c68a5a,Directed,111.299127234,2021-07-22T20:30:42
0x1361a45abc727743b551594f27d1ee185178e890,0xc930830064ca8d752cecb3373197ce8673b21c22,Directed,109.073144689,2021-07-22T20:30:42
0x55bc8f5b007b29c5ac09c01796879987f6b55f26,0x29900c91b8a0ceb1fbf0e32230e496b3d457827e,Directed,119.393609214,2021-07-22T20:30:42
0xbce3bd3b206946abbe094903ae2b4244b52fb4e9,0xfa42d7f197f2793cca274186a4bdbf6ade5a8884,Directed,111.299127234,2021-07-22T20:30:42
0x76b1f80d532c7496a95e8b4714df239e29922302,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,111.299127234,2021-07-22T20:30:42
0x09549ce242146a2407bbb66b979d64692563bf35,0xc749f5d466fc43366533b0f4cb8c4ac3d6c68a5a,Directed,113.322747729,2021-07-22T20:30:42
0xddc7a0a447517ba0d936144ce269b21e8d866c11,0x8ab83d869f2bc250b781d26f6584fd5c562fdd9d,Directed,111.299127234,2021-07-22T20:30:42
0xf8a3db410668e79e1179fd54dfec9e78269694c0,0x85a19dd2ad0d1d2b25bb164810fad08cdc0b33d7,Directed,105.228265748,2021-07-22T20:31:08
0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0x45353a4c4680f084dbfe1aa1a290d5a7071b2f45,Directed,119.393609214,2021-07-22T20:31:08
0xb3479ac22ab13a9d359c1aa0fdf6f7e3d39a207c,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,119.393609214,2021-07-22T20:31:31
0xf8a3db410668e79e1179fd54dfec9e78269694c0,0x37e145c18ae19017e7d1c2ffecfaa0528c34ac33,Directed,107.251886243,2021-07-22T20:31:50
0x4ea1577b6c155a588a6c18767e6faaef51091ac2,0xc749f5d466fc43366533b0f4cb8c4ac3d6c68a5a,Directed,121.413659262,2021-07-22T20:31:50
0xa1c7fe6876ca40d7da948e895ad58c3663c457e4,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,117.369988719,2021-07-22T20:31:50
0x4a93a25509947d0744efc310ae23c1a15be7c19b,0x95312ca698f23972a639c2c21e2885f390c0bb51,Directed,109.275506738,2021-07-22T20:31:50
0xbd6907023e8129c6219536c1bf2e7fb9e0ced8e1,0x26193724d8a0bf34463a1193f6158056a48fca29,Directed,103.204645253,2021-07-22T20:32:07
0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0x0bbd248c3fc562ea36ea78b4094732ed48a01422,Directed,119.393609214,2021-07-22T20:32:07
0x09549ce242146a2407bbb66b979d64692563bf35,0xc930830064ca8d752cecb3373197ce8673b21c22,Directed,107.251886243,2021-07-22T20:32:07
0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4,0xad1e365152589d3501340af5c004bfa1ef0d724a,Directed,111.299127234,2021-07-22T20:32:07
0x5b87316faad8eb2e73b9d617cbe26a5effee82a6,0x08a4f7c5b0021ca15d65e410b22825aadc84aba1,Directed,109.275506738,2021-07-22T20:32:07
0x33c2656b7b33461f346f697d998d89a110eb42ef,0x75b9c843c381338a2ebf5c2025b90f07efa85069,Directed,109.275506738,2021-07-22T20:32:07
0x886478d3cf9581b624cb35b5446693fc8a58b787,0xc9edd5502ee4a862415002a67e09604595da5048,Directed,119.393609214,2021-07-22T20:32:32
